,text,is_question,label,first_word,indexed_start,question_start,last_four_chars,ends_with_ks,contains_ks,lower_start,upper_start,contains_prompt_word,starts_with_prompt_word,single_word
1460,154. Discuss the key concepts of Mathematics. (6 Marks),1,Yes,154.,1,0,rks),1,1,0,0,1,1,0
1280,Question 1 (30 Marks),0,tbd,question,0,1,rks),1,1,0,1,0,0,0
125,(c) Briefly explain why a supply shock leads to stagflation. (3 Marks),1,tbd,(c),1,0,rks),1,1,0,0,1,0,0
778,a,0,no,a,0,0,a,0,0,1,0,0,0,1
257,They went for a long hike in the mountains. They went for a long hike in the mountains.,0,No,they,0,0,ins.,0,0,0,1,0,0,0
308,63. Define the key concepts of Physics. (10 Marks),1,Yes,63.,1,0,rks),1,1,0,0,1,1,0
1029,98. Analyze the key concepts of Literature. (4 Marks),1,Yes,98.,1,0,rks),1,1,0,0,1,1,0
688,DSA 8105: FUNDAMENTAL CONCEPTS IN a,0,tbd,dsa,0,0,IN a,0,0,0,1,0,0,0
1123,The cat sat on the mat. She enjoys reading books in her free time.,0,No,the,0,0,ime.,0,0,0,1,0,0,0
1560,126. Describe the key concepts of Physics. (6 Marks),1,Yes,126.,1,0,rks),1,1,0,0,1,1,0
1645,¢) Identify seven examples of covenants made in Kenya today (7m 3. a) Give five reasons why Israelites demanded for a king. (5 mks),1,tbd,¢),0,0,mks),1,1,0,0,1,0,0
1376,ae y ne’ lical stories of creation it in Biblical creation ies given to human beings by (a mks),1,tbd,ae,0,0,mks),1,1,1,0,1,0,0
1482,LXXXVII) Analyze the key concepts of Geography. (2 Marks),1,Yes,lxxxvii),0,0,rks),1,1,0,1,1,1,0
1187,33. Explain the key concepts of History. (5 Marks),1,Yes,33.,1,0,rks),1,1,0,0,1,1,0
1788,ks) Calculus allows the calculation of change and motion,0,no,ks),0,0,tion,0,1,1,0,0,0,0
300,Technology is evolving at a rapid pace. It was a sunny day in Paris.,0,No,technology,0,0,ris.,0,0,0,1,0,0,0
1020,Cc). Differentiate between pseudo code and a flowchart. (2 Marks),1,tbd,cc).,0,0,rks),1,1,0,1,1,0,0
370,91. Describe the key concepts of Economics. (10 Marks),1,Yes,91.,1,0,rks),1,1,0,0,1,1,0
1444,CRE. FORM 4 dias,0,tbd,cre.,0,0,dias,0,0,0,1,0,0,0
1556,c),0,tbd,c),0,0,c),0,0,1,0,0,0,1
1768,MASTER OF SCIENCE IN DATA SCIENCE AND ANALYTICS,0,tbd,master,0,0,TICS,0,0,0,1,0,0,0
354,Genetic diversity stems from mutations ks) during reproduction,0,no,genetic,0,0,tion,0,1,0,1,0,0,0
69,Information related to Physics that does not ask for a response.,0,no,information,0,0,nse.,0,0,0,1,1,0,0
1087,"Analyze the 2 limitations of different machine learning algorithms (such as decision trees, neural networks, and support vector machines) in predicting credit default risk (4 marks)",1,Yes,analyze,0,0,rks),1,1,0,1,1,1,0
1620,DSA 8105: FUNDAMENTAL CONCEPTS IN FINANCE AND ECONOMICS 6 Setember2021 Time: 3 Hours ice cream market in Mombasa. _ G Marks),1,tbd,dsa,0,0,rks),1,1,0,1,0,0,0
752,"Geometry involves studying shapes, sizes, and their properties rks",0,no,geometry,0,0, rks,0,0,0,1,0,0,0
1276,Music has a way of bringing people together. It was a sunny day in Paris.,0,No,music,0,0,ris.,0,0,0,1,0,0,0
1744,(5 Marks),0,tbd,(5,0,0,rks),1,1,0,0,0,0,0
398,QUESTION FOUR £,1,tbd,question,0,1,UR £,0,0,0,1,0,0,0
740,Faith practices can vary significantly across denominations mks),0,no,faith,0,0,mks),1,1,0,1,0,0,0
820,It was a sunny day in Paris. He cooked a delicious meal for dinner.,0,No,it,0,0,ner.,0,0,0,1,0,0,0
1358,80. Discuss the key concepts of Literature. (2 Marks),1,Yes,80.,1,0,rks),1,1,0,0,1,1,0
306,75. Define the key concepts of Geography. (5 Marks),1,Yes,75.,1,0,rks),1,1,0,0,1,1,0
598,Ecosystems ks) depend on balancing competing species interactions,0,no,ecosystems,0,0,ions,0,1,0,1,0,0,0
1387,The speed of light is constant in vacuum ks,0,no,the,0,0,m ks,0,0,0,1,0,0,0
1432,Christian teachings often emphasize forgiveness and ks) redemption,0,no,christian,0,0,tion,0,1,0,1,1,0,0
1506,Algebra is essential for solving equations and inequalities rks,0,no,algebra,0,0, rks,0,0,0,1,0,0,0
319,y) Summarize the key concepts of Biology. (4 Marks),1,Yes,y),1,0,rks),1,1,1,0,0,0,0
1540,"1) Examine the importance of data quality in risk analytics, discuss the potential impact of incomplete or incorrect data on risk prediction models, and propose strategies for mitigating these issues. (4 marks)",1,yes,1),0,0,rks),1,1,0,0,1,0,0
761,71) Describe an important concept in Sociology and its significance. (4 marks),1,yes,71),0,0,rks),1,1,0,0,1,1,0
648,(c) Briefly explain why a supply shock leads to stagflation. (3 Marks),1,Yes,(c),1,0,rks),1,1,0,0,1,0,0
538,Information related to Physics that does not ask for a response.,0,no,information,0,0,nse.,0,0,0,1,1,0,0
762,40) Describe an important concept in Astronomy and its significance. (9 marks),1,yes,40),0,0,rks),1,1,0,0,1,1,0
264,He cooked a delicious meal for dinner. They went for a long hike in the mountains.,0,No,he,0,0,ins.,0,0,0,1,0,0,0
1091,(iii) What is the true price of a bushel of wheat in Kisumu? (2 marks),1,tbd,(iii),1,0,rks),1,1,0,0,1,1,0
243,68) Describe an important concept in World Religions and its significance. (10 marks),1,yes,68),0,0,rks),1,1,0,0,1,1,0
675,26) Describe an important concept in History and its significance. (9 marks),1,yes,26),0,0,rks),1,1,0,0,1,1,0
301,w) Describe the key concepts of Mathematics. (9 Marks),1,Yes,w),1,0,rks),1,1,1,0,1,1,0
1117,Cells are the basic building blocks of all organisms ks),0,no,cells,0,0, ks),1,1,0,1,0,0,0
973,"STRU IONS, : 1. State the Jewish expectation concerning the Messiah, (6mks)",1,tbd,stru,0,0,mks),1,1,0,1,0,0,0
853,Technology is evolving at a rapid pace. The cat sat on the mat.,0,No,technology,0,0,mat.,0,0,0,1,0,0,0
436,They went for a long hike in the mountains. Technology is evolving at a rapid pace.,0,No,they,0,0,ace.,0,0,0,1,0,0,0
73,F 6 mks),0,tbd,f,0,0,mks),1,1,0,1,0,0,0
385,Define Algebra is essential for solving equations and inequalities rks],0,no,define,0,0,rks],1,1,0,1,1,1,0
262,It was a sunny day in Paris. Music has a way of bringing people together.,0,No,it,0,0,her.,0,0,0,1,0,0,0
53,b) Describe the key concepts of Biology. (3 Marks),1,Yes,b),1,0,rks),1,1,1,0,1,1,0
378,89) Describe an important concept in English Literature and its significance. (8 marks),1,yes,89),0,0,rks),1,1,0,0,1,1,0
342,n) Explain the key concepts of Literature. (1 Marks),1,Yes,n),1,0,rks),1,1,1,0,1,1,0
536,END OF SEMESTER EXAMINATION   ,0,No,end,0,0,N   ,0,0,0,1,0,0,0
1229,Religious conflicts have shaped political landscapes historically rks,0,no,religious,0,0, rks,0,0,0,1,0,0,0
1322,l) Analyze the key concepts of Science. (4 Marks),1,Yes,l),1,0,rks),1,1,1,0,1,1,0
1070,They went for a long hike in the mountains. Technology is evolving at a rapid pace.,0,No,they,0,0,ace.,0,0,0,1,0,0,0
1746,Mathematical proofs are crucial for verifying truths ks),0,no,mathematical,0,0, ks),1,1,0,1,0,0,0
1751,It was a sunny day in Paris. They went for a long hike in the mountains.,0,No,it,0,0,ins.,0,0,0,1,0,0,0
1062,60. Discuss the key concepts of History. (8 Marks),1,Yes,60.,1,0,rks),1,1,0,0,1,1,0
1238,The cat sat on the mat. It was a sunny day in Paris.,0,No,the,0,0,ris.,0,0,0,1,0,0,0
945,Music has a way of bringing people together. Technology is evolving at a rapid pace.,0,No,music,0,0,ace.,0,0,0,1,0,0,0
1500,"(a) For each of the following scenarios, use a supply and demand diagram to illustrate the effect of a given shock on the equilibrium price and quantity u in the specified competitive market. Explain whether there is a shift in the demand curve, the supply, or neither i) An unexpected temporary heat wave hits the South Coast. Show the effect in the ice cream market in Mombasa. (3 Marks)",1,tbd,(a),1,0,rks),1,1,0,0,1,0,0
429,37) Describe an important concept in Business Studies and its significance. (4 marks),1,yes,37),0,0,rks),1,1,0,0,1,1,0
466,General statement about Astronomy with no specific question or query.,0,no,general,0,0,ery.,0,0,0,1,0,0,0
498,An interesting fact about Psychology without a request for further explanation.,0,no,an,0,0,ion.,0,0,0,1,0,0,0
850,64) Describe an important concept in Physics and its significance. (4 marks),1,yes,64),0,0,rks),1,1,0,0,1,1,0
1548,Technology is evolving at a rapid pace. Music has a way of bringing people together.,0,No,technology,0,0,her.,0,0,0,1,0,0,0
530,for crude oil in country H has been estimated to be -0.06,0,tbd,for,0,0,0.06,0,0,1,0,0,0,0
143,n economic efficiency and,0,tbd,n,0,0, and,0,0,1,0,0,0,0
1484,The painting was a masterpiece of color and emotion. The cat sat on the mat.,0,No,the,0,0,mat.,0,0,0,1,0,0,0
622,"; name, idumber, and course and then (8 Marks)",1,tbd,;,0,0,rks),1,1,0,0,0,0,0
1690,Music has a way of bringing people together. Technology is evolving at a rapid pace.,0,No,music,0,0,ace.,0,0,0,1,0,0,0
864,Statistics helps in making decisions based on data mks,0,no,statistics,0,0, mks,0,0,0,1,0,0,0
437,He cooked a delicious meal for dinner. She enjoys reading books in her free time.,0,No,he,0,0,ime.,0,0,0,1,0,0,0
1005,Technology is evolving at a rapid pace. She enjoys reading books in her free time.,0,No,technology,0,0,ime.,0,0,0,1,0,0,0
274,Music has a way of bringing people together. He cooked a delicious meal for dinner.,0,No,music,0,0,ner.,0,0,0,1,0,0,0
187,XXVIII) Summarize the key concepts of Geography. (3 Marks),1,Yes,xxviii),0,0,rks),1,1,0,1,0,0,0
779,c) Explain the key concepts of Literature. (2 Marks),1,Yes,c),1,0,rks),1,1,1,0,1,1,0
247,(5 Marks),0,tbd,(5,0,0,rks),1,1,0,0,0,0,0
1471,b) Outline the social injustices condemned by prophet Amos in Israel. (6 mks),1,yes,b),1,0,mks),1,1,1,0,0,0,0
1075,u) Summarize the key concepts of Science. (4 Marks),1,Yes,u),1,0,rks),1,1,1,0,0,0,0
1468,Music has a way of bringing people together. Technology is evolving at a rapid pace.,0,No,music,0,0,ace.,0,0,0,1,0,0,0
1407,The painting was a masterpiece of color and emotion. Music has a way of bringing people together.,0,No,the,0,0,her.,0,0,0,1,0,0,0
1496,DIPLOMA OF TECHNOLOGY IN INFORMATION TECHNOLOGY,0,tbd,diploma,0,0,LOGY,0,0,0,1,0,0,0
1489,Time: 2.5 Hours,0,tbd,time:,0,0,ours,0,0,0,1,0,0,0
914,Describe Photosynthesis converts solar energy into chemical energy rks,0,no,describe,0,0, rks,0,0,0,1,1,1,0
607,b) Explain the characteristics of a covenant. eras),1,tbd,b),1,0,ras),0,0,1,0,1,1,0
1775,The painting was a masterpiece of color and emotion. Technology is evolving at a rapid pace.,0,No,the,0,0,ace.,0,0,0,1,0,0,0
1316,SSORY) and any other TWO questions. (3 Marks),0,tbd,ssory),0,0,rks),1,1,0,1,0,0,0
253,51) Describe an important concept in Business Studies and its significance. (10 marks),1,yes,51),0,0,rks),1,1,0,0,1,1,0
501,Answer Question ONE (COMPULSORY) and any other TWO questions.,0,tbd,answer,0,0,ons.,0,0,0,1,0,0,0
1185,(5 Marks),0,tbd,(5,0,0,rks),1,1,0,0,0,0,0
1298,¢) Identify seven examples of covenants made in Kenya today (7m 3. a) Give five reasons why Israelites demanded for a king. (5 mks),1,tbd,¢),0,0,mks),1,1,0,0,1,0,0
1384,Give two ways how scientific inventions have negatively impacted on Agriculture. (2marks),1,tbd,give,0,0,rks),1,1,0,1,1,1,0
357,Moral codes from religions influence ks) societal laws,0,no,moral,0,0,laws,0,1,0,1,0,0,0
1060,Kenya take care of the environment ( (8 mks),0,tbd,kenya,0,0,mks),1,1,0,1,0,0,0
623,Religious conflicts have shaped political landscapes historically rks,0,no,religious,0,0, rks,0,0,0,1,0,0,0
633,b) In what ways did prophet Jeremiah suffer while carrying out his workin Judah. (6 mks),1,tbd,b),1,0,mks),1,1,1,0,1,0,0
1033,It was a sunny day in Paris. The cat sat on the mat.,0,No,it,0,0,mat.,0,0,0,1,0,0,0
1311,a) Give five reasons why Israelites demanded for a king. (5 mks),1,yes,a),1,0,mks),1,1,1,0,1,1,0
419,The speed of light is constant in vacuum rks,0,no,the,0,0, rks,0,0,0,1,0,0,0
1004,Gravity affects the motion of objects on Earth ks,0,no,gravity,0,0,h ks,0,0,0,1,0,0,0
172,Black holes are regions of space with strong rks gravity,0,no,black,0,0,vity,0,0,0,1,0,0,0
1575,III) Summarize the key concepts of Biology. (10 Marks),1,Yes,iii),0,0,rks),1,1,0,1,0,0,0
417,32) Describe an important concept in Physical Education and its significance. (8 marks),1,yes,32),0,0,rks),1,1,0,0,1,1,0
1429,They went for a long hike in the mountains. She enjoys reading books in her free time.,0,No,they,0,0,ime.,0,0,0,1,0,0,0
303,He cooked a delicious meal for dinner. She enjoys reading books in her free time.,0,No,he,0,0,ime.,0,0,0,1,0,0,0
1790,Cells are the basic building blocks of all organisms ks,0,no,cells,0,0,s ks,0,0,0,1,0,0,0
415,The painting was a masterpiece of color and emotion. Music has a way of bringing people together.,0,No,the,0,0,her.,0,0,0,1,0,0,0
772,Pentecost? (5 Marks),1,tbd,pentecost?,0,0,rks),1,1,0,1,0,0,0
1473,She enjoys reading books in her free time. The painting was a masterpiece of color and emotion.,0,No,she,0,0,ion.,0,0,0,1,0,0,0
1743,The cat sat on the mat. He cooked a delicious meal for dinner.,0,No,the,0,0,ner.,0,0,0,1,0,0,0
1277,Technology is evolving at a rapid pace. The cat sat on the mat.,0,No,technology,0,0,mat.,0,0,0,1,0,0,0
1282,ks) Calculus allows the calculation of change and motion,0,no,ks),0,0,tion,0,1,1,0,0,0,0
839,177. Compare the key concepts of Science. (9 Marks),1,Yes,177.,1,0,rks),1,1,0,0,1,1,0
843,"QUESTION 1 [30 MARKS] COMPULSORY a) Explain the two types of functions used in C program, giving an example of each. (4 Marks)",1,tbd,question,0,1,rks),1,1,0,1,1,0,0
1110,QUESTION ONE (30 MARKS)-COMPULSORY a). Explain the following programming tools used in program development:- \. Language translators ii Unker ii. IDE iv. Loader (4 Marks),1,tbd,question,0,1,rks),1,1,0,1,1,0,0
866,"Significance of passion, death and resurrection of Jesus to Christians today. - the teaching of Jesus on the vine and braches, (7mks)",1,tbd,significance,0,0,mks),1,1,0,1,0,0,0
572,"b) Write a program in C programming language that allows a user to input a whole number of X in main program and uses two user defined functions name, square() to compute the square of the number X and cube() to compute the cube of X, then veer the X, result of the square and cube in the main program. Use if() to select each subprogram at a time to execute. ; (10 Marks)",1,tbd,b),1,0,rks),1,1,1,0,1,1,0
177,Statistics helps in making decisions based on data rks),0,no,statistics,0,0,rks),1,1,0,1,0,0,0
1469,(9 Marks),0,tbd,(9,0,0,rks),1,1,0,0,0,0,0
682,"(a) Suppose Kisumu can produce 120 million bushels of wheat if it uses all of its pro- ductive resources in the wheat industry, or 80 million yards of cloth if it uses all of its resources in the cloth industry. Use a diagram to illustrate your answers to the following questions. Label the diagram and explain in words.",1,tbd,(a),1,0,rds.,0,0,0,0,1,0,0
1402,104. Describe the key concepts of Science. (10 Marks),1,Yes,104.,1,0,rks),1,1,0,0,1,1,0
337,"DATE: 17"" July 2022",0,tbd,date:,0,0,2022,0,0,0,1,0,0,0
766,24. Define the key concepts of Biology. (8 Marks),1,Yes,24.,1,0,rks),1,1,0,0,1,1,0
642,Music has a way of bringing people together. She enjoys reading books in her free time.,0,No,music,0,0,ime.,0,0,0,1,0,0,0
900,She enjoys reading books in her free time. They went for a long hike in the mountains.,0,No,she,0,0,ins.,0,0,0,1,0,0,0
1213,UNIVERSITY,0,No,university,0,0,SITY,0,0,0,1,0,0,1
201,62) Describe an important concept in Business Studies and its significance. (8 marks),1,yes,62),0,0,rks),1,1,0,0,1,1,0
15,A. Which is okccre ne where the remains of Kenyapitheeus were discovered in Kenya: (2 marks),1,tbd,a.,0,0,rks),1,1,0,1,1,0,0
268,Instructions,0,tbd,instructions,0,0,ions,0,0,0,1,0,0,1
561,Faith practices can vary significantly across denominations mks),0,no,faith,0,0,mks),1,1,0,1,0,0,0
1040,o) Outline the key concepts of Mathematics. (8 Marks),1,Yes,o),1,0,rks),1,1,1,0,0,0,0
823,The painting was a masterpiece of color and emotion. It was a sunny day in Paris.,0,No,the,0,0,ris.,0,0,0,1,0,0,0
1516,She enjoys reading books in her free time. They went for a long hike in the mountains.,0,No,she,0,0,ins.,0,0,0,1,0,0,0
748,Music has a way of bringing people together. It was a sunny day in Paris.,0,No,music,0,0,ris.,0,0,0,1,0,0,0
1400,66) Describe an important concept in Economics and its significance. (7 marks),1,yes,66),0,0,rks),1,1,0,0,1,1,0
482,STRATHMORE INSTITUTE OF MATHEMATICAL SCIENCES,0,tbd,strathmore,0,0,NCES,0,0,0,1,0,0,0
1012,46) Describe an important concept in Biology and its significance. (7 marks),1,yes,46),0,0,rks),1,1,0,0,1,1,0
420,95. Discuss the key concepts of Geography. (6 Marks),1,Yes,95.,1,0,rks),1,1,0,0,1,1,0
202,LXXXIX) Analyze the key concepts of Economics. (10 Marks),1,Yes,lxxxix),0,0,rks),1,1,0,1,1,1,0
734,Music has a way of bringing people together. He cooked a delicious meal for dinner.,0,No,music,0,0,ner.,0,0,0,1,0,0,0
1000,She enjoys reading books in her free time. The cat sat on the mat.,0,No,she,0,0,mat.,0,0,0,1,0,0,0
1731,95) Describe an important concept in Chemistry and its significance. (6 marks),1,yes,95),0,0,rks),1,1,0,0,1,1,0
1159,192. Define the key concepts of Science. (4 Marks),1,Yes,192.,1,0,rks),1,1,0,0,1,1,0
1501,c) How do Christians in Kenya show respect for places of worship? (6 mks),1,tbd,c),1,0,mks),1,1,1,0,1,1,0
1457,The painting was a masterpiece of color and emotion. It was a sunny day in Paris.,0,No,the,0,0,ris.,0,0,0,1,0,0,0
1180,1. Analyze the key concepts of Geography. (2 Marks),1,Yes,1.,1,0,rks),1,1,0,0,1,1,0
1124,Answer Question ONE (COMPULSORY) and any other TWO questions.,0,tbd,answer,0,0,ons.,0,0,0,1,0,0,0
1577,The Roman Empire mks influenced modern governmental structures,0,no,the,0,0,ures,0,0,0,1,0,0,0
604,Technology is evolving at a rapid pace. He cooked a delicious meal for dinner.,0,No,technology,0,0,ner.,0,0,0,1,0,0,0
1393,51. Analyze the key concepts of Literature. (7 Marks),1,Yes,51.,1,0,rks),1,1,0,0,1,1,0
937,111. Compare the key concepts of Biology. (2 Marks),1,Yes,111.,1,0,rks),1,1,0,0,1,1,0
313,Gravity affects the motion of objects on Earth rks),0,no,gravity,0,0,rks),1,1,0,1,0,0,0
58,"(0) , npute the area of acircle and to compute perimeter of a circle, (11. Marks)",1,tbd,(0),0,0,rks),1,1,0,0,0,0,0
552,(9 Marks),0,tbd,(9,0,0,rks),1,1,0,0,0,0,0
426,Technology is evolving at a rapid pace. He cooked a delicious meal for dinner.,0,No,technology,0,0,ner.,0,0,0,1,0,0,0
601,END OF SEMESTER EXAMINATION,0,tbd,end,0,0,TION,0,0,0,1,0,0,0
44,"Re, a) With reference to the teaching of prophet Jeremiah on judgement , State six ways in which God would punish the people of Judah. (6 mks)",1,tbd,"re,",0,0,mks),1,1,0,1,0,0,0
102,The Roman Empire mks influenced modern governmental structures,0,no,the,0,0,ures,0,0,0,1,0,0,0
277,(b) The price elasticity of demand _0.45 in the long run. Why would the demand for crude oil be price in the short-run and (3 Marks),1,tbd,(b),1,0,rks),1,1,0,0,1,0,0
